train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season,delay_category,day_of_week,month,travel_duration_hours,year_month
77391,Intercity Express,New Delhi,Guwahati,New Delhi → Guwahati,2024-01-08 05:25:00,2024-01-08 05:46:00,2024-01-08 22:21:00,2024-01-08 22:51:00,21,Express,2024-01-08,Winter,Major Delay,Monday,1,16.93,2024-01
34050,Shatabdi Passenger,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2025-10-10 12:45:00,2025-10-10 12:45:00,2025-10-11 12:06:00,2025-10-11 12:08:00,0,Passenger,2025-10-10,Post-Monsoon,On-Time,Friday,10,23.35,2025-10
88104,Gatimaan Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-02-27 17:20:00,2025-02-27 17:24:00,2025-02-28 11:17:00,2025-02-28 11:22:00,4,Express,2025-02-27,Winter,On-Time,Thursday,2,17.95,2025-02
22224,Humsafar Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-08-21 16:05:00,2024-08-21 16:19:00,2024-08-22 07:12:00,2024-08-22 07:28:00,14,Express,2024-08-21,Monsoon,Minor Delay,Wednesday,8,15.12,2024-08
41195,Sampark Kranti Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-10-08 21:25:00,2025-10-08 21:39:00,2025-10-09 07:44:00,2025-10-09 07:57:00,14,Express,2025-10-08,Post-Monsoon,Minor Delay,Wednesday,10,10.32,2025-10
71348,Superfast Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-03-23 14:45:00,2025-03-23 14:46:00,2025-03-24 00:43:00,2025-03-24 00:43:00,1,Superfast,2025-03-23,Summer,On-Time,Sunday,3,9.97,2025-03
54597,Antyodaya Express,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2024-04-08 08:00:00,2024-04-08 09:12:00,2024-04-08 21:00:00,2024-04-08 22:16:00,72,Express,2024-04-08,Summer,Major Delay,Monday,4,13.0,2024-04
44671,Jan Shatabdi Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-09-21 20:20:00,2024-09-21 20:27:00,2024-09-22 13:16:00,2024-09-22 13:32:00,7,Express,2024-09-21,Post-Monsoon,Minor Delay,Saturday,9,16.93,2024-09
11934,Mail Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-09-21 07:20:00,2024-09-21 07:32:00,2024-09-21 11:44:00,2024-09-21 11:52:00,12,Express,2024-09-21,Post-Monsoon,Minor Delay,Saturday,9,4.4,2024-09
56566,Intercity Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-03-26 15:45:00,2024-03-26 15:49:00,2024-03-27 09:13:00,2024-03-27 09:25:00,4,Express,2024-03-26,Summer,On-Time,Tuesday,3,17.47,2024-03
76784,Passenger Express,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2025-11-24 12:00:00,2025-11-24 12:06:00,2025-11-25 00:52:00,2025-11-25 01:04:00,6,Express,2025-11-24,Post-Monsoon,Minor Delay,Monday,11,12.87,2025-11
80381,Antyodaya Passenger,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-01-24 12:55:00,2024-01-24 12:57:00,2024-01-24 22:18:00,2024-01-24 22:22:00,2,Passenger,2024-01-24,Winter,On-Time,Wednesday,1,9.38,2024-01
92719,Mail Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-01-26 18:15:00,2025-01-26 18:32:00,2025-01-27 02:27:00,2025-01-27 02:51:00,17,Express,2025-01-26,Winter,Minor Delay,Sunday,1,8.2,2025-01
59672,Mail Superfast,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-03-18 10:10:00,2025-03-18 10:49:00,2025-03-18 12:20:00,2025-03-18 12:56:00,39,Superfast,2025-03-18,Summer,Major Delay,Tuesday,3,2.17,2025-03
27342,Uday Superfast,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-02-20 18:05:00,2025-02-20 18:16:00,2025-02-21 02:02:00,2025-02-21 02:15:00,11,Superfast,2025-02-20,Winter,Minor Delay,Thursday,2,7.95,2025-02
62296,Garib Rath Express,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2025-04-20 05:15:00,2025-04-20 05:35:00,2025-04-20 23:12:00,2025-04-20 23:32:00,20,Express,2025-04-20,Summer,Minor Delay,Sunday,4,17.95,2025-04
99192,Intercity Express,Amritsar Junction,New Delhi,Amritsar Junction → New Delhi,2024-02-03 07:40:00,2024-02-03 08:12:00,2024-02-04 01:27:00,2024-02-04 02:09:00,32,Express,2024-02-03,Winter,Major Delay,Saturday,2,17.78,2024-02
40021,Vivek Express,Chennai Central,New Delhi,Chennai Central → New Delhi,2025-02-16 07:50:00,2025-02-16 07:54:00,2025-02-16 21:55:00,2025-02-16 21:59:00,4,Express,2025-02-16,Winter,On-Time,Sunday,2,14.08,2025-02
44522,Sampark Kranti Passenger,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-05-18 18:10:00,2024-05-18 18:27:00,2024-05-19 19:08:00,2024-05-19 19:25:00,17,Passenger,2024-05-18,Summer,Minor Delay,Saturday,5,24.97,2024-05
56438,Tejas Passenger,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2025-07-07 22:00:00,2025-07-07 22:08:00,2025-07-08 05:27:00,2025-07-08 05:33:00,8,Passenger,2025-07-07,Monsoon,Minor Delay,Monday,7,7.45,2025-07
28726,Humsafar Express,New Delhi,Guwahati,New Delhi → Guwahati,2025-01-04 06:55:00,2025-01-04 07:05:00,2025-01-04 22:32:00,2025-01-04 22:38:00,10,Express,2025-01-04,Winter,Minor Delay,Saturday,1,15.62,2025-01
77391,Passenger Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-06-14 06:05:00,2024-06-14 06:48:00,2024-06-14 16:13:00,2024-06-14 16:51:00,43,Express,2024-06-14,Monsoon,Major Delay,Friday,6,10.13,2024-06
40495,Vande Bharat Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-05-18 20:55:00,2025-05-18 21:05:00,2025-05-19 07:54:00,2025-05-19 08:09:00,10,Express,2025-05-18,Summer,Minor Delay,Sunday,5,10.98,2025-05
42098,Superfast Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-02-20 20:20:00,2024-02-20 20:22:00,2024-02-21 09:58:00,2024-02-21 10:06:00,2,Passenger,2024-02-20,Winter,On-Time,Tuesday,2,13.63,2024-02
84364,Gatimaan Passenger,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2025-03-17 06:45:00,2025-03-17 06:51:00,2025-03-17 13:23:00,2025-03-17 13:30:00,6,Passenger,2025-03-17,Summer,Minor Delay,Monday,3,6.63,2025-03
44718,Uday Superfast,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2025-02-09 11:20:00,2025-02-09 11:32:00,2025-02-09 20:16:00,2025-02-09 20:35:00,12,Superfast,2025-02-09,Winter,Minor Delay,Sunday,2,8.93,2025-02
47388,Uday Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2024-02-04 09:00:00,2024-02-04 09:05:00,2024-02-04 18:49:00,2024-02-04 19:02:00,5,Express,2024-02-04,Winter,On-Time,Sunday,2,9.82,2024-02
77391,Uday Passenger,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-11-13 12:30:00,2025-11-13 12:30:00,2025-11-14 08:41:00,2025-11-14 08:41:00,0,Passenger,2025-11-13,Post-Monsoon,On-Time,Thursday,11,20.18,2025-11
61856,Gatimaan Passenger,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2024-05-23 10:20:00,2024-05-23 10:30:00,2024-05-24 03:40:00,2024-05-24 03:48:00,10,Passenger,2024-05-23,Summer,Minor Delay,Thursday,5,17.33,2024-05
69429,Mail Passenger,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-06-21 11:40:00,2024-06-21 11:49:00,2024-06-21 20:47:00,2024-06-21 21:02:00,9,Passenger,2024-06-21,Monsoon,Minor Delay,Friday,6,9.12,2024-06
69177,Vivek Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-01-14 06:00:00,2024-01-14 06:25:00,2024-01-14 22:33:00,2024-01-14 22:56:00,25,Express,2024-01-14,Winter,Major Delay,Sunday,1,16.55,2024-01
94939,Vande Bharat Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-02-05 17:45:00,2025-02-05 18:02:00,2025-02-06 02:29:00,2025-02-06 02:48:00,17,Express,2025-02-05,Winter,Minor Delay,Wednesday,2,8.73,2025-02
70142,Kisan Passenger,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-12-02 08:20:00,2024-12-02 08:23:00,2024-12-03 04:11:00,2024-12-03 04:11:00,3,Passenger,2024-12-02,Winter,On-Time,Monday,12,19.85,2024-12
68082,Shatabdi Express,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2025-12-08 10:30:00,2025-12-08 10:38:00,2025-12-09 03:17:00,2025-12-09 03:24:00,8,Express,2025-12-08,Winter,Minor Delay,Monday,12,16.78,2025-12
42087,Superfast Passenger,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-04-11 07:25:00,2024-04-11 07:25:00,2024-04-12 03:16:00,2024-04-12 03:16:00,0,Passenger,2024-04-11,Summer,On-Time,Thursday,4,19.85,2024-04
64987,Kisan Superfast,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-02-19 10:40:00,2025-02-19 11:08:00,2025-02-19 13:02:00,2025-02-19 13:39:00,28,Superfast,2025-02-19,Winter,Major Delay,Wednesday,2,2.37,2025-02
61173,Express Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-10-17 05:40:00,2025-10-17 05:41:00,2025-10-17 17:26:00,2025-10-17 17:26:00,1,Express,2025-10-17,Post-Monsoon,On-Time,Friday,10,11.77,2025-10
50857,Express Passenger,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-10-20 07:05:00,2025-10-20 07:13:00,2025-10-20 16:47:00,2025-10-20 17:05:00,8,Passenger,2025-10-20,Post-Monsoon,Minor Delay,Monday,10,9.7,2025-10
16630,Mail Express,Mysuru Junction,Bengaluru City,Mysuru Junction → Bengaluru City,2025-05-22 16:30:00,2025-05-22 16:31:00,2025-05-23 10:25:00,2025-05-23 10:25:00,1,Express,2025-05-22,Summer,On-Time,Thursday,5,17.92,2025-05
10074,Garib Rath Passenger,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2024-11-27 06:00:00,2024-11-27 06:14:00,2024-11-27 16:37:00,2024-11-27 16:50:00,14,Passenger,2024-11-27,Post-Monsoon,Minor Delay,Wednesday,11,10.62,2024-11
17716,Duronto Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-02-23 06:20:00,2024-02-23 06:21:00,2024-02-23 19:21:00,2024-02-23 19:22:00,1,Express,2024-02-23,Winter,On-Time,Friday,2,13.02,2024-02
87236,Vande Bharat Express,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2024-12-10 05:35:00,2024-12-10 05:41:00,2024-12-10 20:59:00,2024-12-10 21:13:00,6,Express,2024-12-10,Winter,Minor Delay,Tuesday,12,15.4,2024-12
54473,Jan Shatabdi Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-06-08 05:50:00,2024-06-08 05:50:00,2024-06-08 17:15:00,2024-06-08 17:15:00,0,Express,2024-06-08,Monsoon,On-Time,Saturday,6,11.42,2024-06
33416,Duronto Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-01-10 09:00:00,2025-01-10 09:07:00,2025-01-10 20:57:00,2025-01-10 21:04:00,7,Express,2025-01-10,Winter,Minor Delay,Friday,1,11.95,2025-01
85674,Duronto Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2025-07-04 21:50:00,2025-07-04 22:16:00,2025-07-05 11:08:00,2025-07-05 11:29:00,26,Express,2025-07-04,Monsoon,Major Delay,Friday,7,13.3,2025-07
89818,Vande Bharat Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-10-19 13:20:00,2025-10-19 13:30:00,2025-10-20 00:02:00,2025-10-20 00:18:00,10,Express,2025-10-19,Post-Monsoon,Minor Delay,Sunday,10,10.7,2025-10
21915,Jan Shatabdi Passenger,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2025-01-04 18:05:00,2025-01-04 18:19:00,2025-01-05 08:22:00,2025-01-05 08:34:00,14,Passenger,2025-01-04,Winter,Minor Delay,Saturday,1,14.28,2025-01
41195,Humsafar Express,New Delhi,Guwahati,New Delhi → Guwahati,2025-04-21 20:15:00,2025-04-21 20:46:00,2025-04-22 03:24:00,2025-04-22 03:58:00,31,Express,2025-04-21,Summer,Major Delay,Monday,4,7.15,2025-04
44522,Gatimaan Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-05-03 10:25:00,2024-05-03 10:32:00,2024-05-03 17:29:00,2024-05-03 17:37:00,10,Express,2024-05-03,Summer,Minor Delay,Friday,5,7.07,2024-05
36071,Superfast Express,New Delhi,Dehradun,New Delhi → Dehradun,2025-09-04 12:55:00,2025-09-04 12:55:00,2025-09-05 01:15:00,2025-09-05 01:17:00,0,Express,2025-09-04,Post-Monsoon,On-Time,Thursday,9,12.33,2025-09
46434,Antyodaya Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-06-08 14:55:00,2025-06-08 15:32:00,2025-06-09 03:50:00,2025-06-09 04:32:00,37,Express,2025-06-08,Monsoon,Major Delay,Sunday,6,12.92,2025-06
63883,Superfast Passenger,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-10-24 06:35:00,2024-10-24 06:35:00,2024-10-25 01:06:00,2024-10-25 01:16:00,0,Passenger,2024-10-24,Post-Monsoon,On-Time,Thursday,10,18.52,2024-10
48427,AC Express Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-06-13 07:40:00,2024-06-13 08:57:00,2024-06-14 01:45:00,2024-06-14 03:07:00,77,Express,2024-06-13,Monsoon,Major Delay,Thursday,6,18.08,2024-06
19287,Gatimaan Superfast,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-12-29 18:25:00,2025-12-29 18:51:00,2025-12-29 20:47:00,2025-12-29 21:13:00,26,Superfast,2025-12-29,Winter,Major Delay,Monday,12,2.37,2025-12
50857,Rajdhani Express,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2024-10-12 16:50:00,2024-10-12 16:52:00,2024-10-13 05:15:00,2024-10-13 05:22:00,2,Express,2024-10-12,Post-Monsoon,On-Time,Saturday,10,12.42,2024-10
11934,Mail Superfast,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-02-06 14:15:00,2025-02-06 14:32:00,2025-02-06 19:58:00,2025-02-06 20:14:00,17,Superfast,2025-02-06,Winter,Minor Delay,Thursday,2,5.72,2025-02
52504,Duronto Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-02-04 10:05:00,2024-02-04 10:13:00,2024-02-04 17:30:00,2024-02-04 17:48:00,8,Express,2024-02-04,Winter,Minor Delay,Sunday,2,7.42,2024-02
38221,Garib Rath Superfast,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2024-07-13 06:15:00,2024-07-13 07:05:00,2024-07-13 15:16:00,2024-07-13 16:15:00,50,Superfast,2024-07-13,Monsoon,Major Delay,Saturday,7,9.02,2024-07
73653,Intercity Passenger,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-08-29 09:05:00,2025-08-29 10:20:00,2025-08-29 21:22:00,2025-08-29 22:37:00,75,Passenger,2025-08-29,Monsoon,Major Delay,Friday,8,12.28,2025-08
96673,Antyodaya Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-07-27 12:35:00,2024-07-27 13:07:00,2024-07-27 21:04:00,2024-07-27 21:31:00,32,Passenger,2024-07-27,Monsoon,Major Delay,Saturday,7,8.48,2024-07
87397,Vivek Express,Ahmedabad Junction,Mumbai Central,Ahmedabad Junction → Mumbai Central,2025-02-21 07:05:00,2025-02-21 07:09:00,2025-02-21 19:43:00,2025-02-21 19:57:00,4,Express,2025-02-21,Winter,On-Time,Friday,2,12.63,2025-02
86484,Express Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-11-22 19:50:00,2025-11-22 19:57:00,2025-11-23 07:21:00,2025-11-23 07:37:00,7,Express,2025-11-22,Post-Monsoon,Minor Delay,Saturday,11,11.52,2025-11
80284,Antyodaya Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-11-28 14:25:00,2025-11-28 14:36:00,2025-11-29 02:05:00,2025-11-29 02:12:00,11,Passenger,2025-11-28,Post-Monsoon,Minor Delay,Friday,11,11.67,2025-11
22363,Kisan Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-04-05 18:20:00,2025-04-05 18:42:00,2025-04-06 03:24:00,2025-04-06 03:56:00,22,Express,2025-04-05,Summer,Major Delay,Saturday,4,9.07,2025-04
42087,Vivek Passenger,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-05-16 11:30:00,2025-05-16 11:33:00,2025-05-17 03:36:00,2025-05-17 03:36:00,3,Passenger,2025-05-16,Summer,On-Time,Friday,5,16.1,2025-05
80686,Garib Rath Express,Amritsar Junction,New Delhi,Amritsar Junction → New Delhi,2025-01-12 13:45:00,2025-01-12 13:51:00,2025-01-13 00:37:00,2025-01-13 00:49:00,6,Express,2025-01-12,Winter,Minor Delay,Sunday,1,10.87,2025-01
21915,Vivek Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-12-22 11:20:00,2025-12-22 11:29:00,2025-12-22 21:12:00,2025-12-22 21:30:00,9,Express,2025-12-22,Winter,Minor Delay,Monday,12,9.87,2025-12
31579,Tejas Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-04-02 09:30:00,2025-04-02 09:43:00,2025-04-02 20:02:00,2025-04-02 20:11:00,13,Express,2025-04-02,Summer,Minor Delay,Wednesday,4,10.53,2025-04
82132,Humsafar Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-08-28 13:45:00,2025-08-28 13:50:00,2025-08-29 00:47:00,2025-08-29 00:47:00,5,Express,2025-08-28,Monsoon,On-Time,Thursday,8,11.03,2025-08
44522,Garib Rath Superfast,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-06-17 13:55:00,2025-06-17 14:36:00,2025-06-17 22:11:00,2025-06-17 22:47:00,41,Superfast,2025-06-17,Monsoon,Major Delay,Tuesday,6,8.27,2025-06
11504,Intercity Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-12-10 13:50:00,2024-12-10 14:24:00,2024-12-10 23:45:00,2024-12-11 00:22:00,34,Express,2024-12-10,Winter,Major Delay,Tuesday,12,9.92,2024-12
87110,Sampark Kranti Superfast,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2025-10-02 22:35:00,2025-10-02 22:35:00,2025-10-03 08:05:00,2025-10-03 08:12:00,0,Superfast,2025-10-02,Post-Monsoon,On-Time,Thursday,10,9.5,2025-10
23947,Express Passenger,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-10-11 09:30:00,2025-10-11 09:41:00,2025-10-11 16:41:00,2025-10-11 16:50:00,11,Passenger,2025-10-11,Post-Monsoon,Minor Delay,Saturday,10,7.18,2025-10
59009,Rajdhani Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-03-16 19:55:00,2024-03-16 19:59:00,2024-03-17 05:24:00,2024-03-17 05:36:00,4,Express,2024-03-16,Summer,On-Time,Saturday,3,9.48,2024-03
46434,Humsafar Superfast,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-02-16 16:00:00,2025-02-16 16:00:00,2025-02-17 00:03:00,2025-02-17 00:04:00,0,Superfast,2025-02-16,Winter,On-Time,Sunday,2,8.05,2025-02
65333,AC Express Passenger,Chandigarh,New Delhi,Chandigarh → New Delhi,2024-09-24 14:25:00,2024-09-24 14:30:00,2024-09-25 13:12:00,2024-09-25 13:16:00,5,Passenger,2024-09-24,Post-Monsoon,On-Time,Tuesday,9,22.78,2024-09
84341,AC Express Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-07-25 05:10:00,2024-07-25 05:30:00,2024-07-26 01:14:00,2024-07-26 01:41:00,20,Passenger,2024-07-25,Monsoon,Minor Delay,Thursday,7,20.07,2024-07
37653,Humsafar Superfast,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2024-07-20 05:00:00,2024-07-20 05:05:00,2024-07-20 16:27:00,2024-07-20 16:32:00,5,Superfast,2024-07-20,Monsoon,On-Time,Saturday,7,11.45,2024-07
24592,Gatimaan Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-05-17 14:15:00,2025-05-17 14:21:00,2025-05-18 03:41:00,2025-05-18 03:57:00,6,Express,2025-05-17,Summer,Minor Delay,Saturday,5,13.43,2025-05
68082,Humsafar Passenger,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-10-01 11:15:00,2025-10-01 11:45:00,2025-10-02 11:43:00,2025-10-02 12:16:00,30,Passenger,2025-10-01,Post-Monsoon,Major Delay,Wednesday,10,24.47,2025-10
25860,Sampark Kranti Express,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2024-08-06 15:20:00,2024-08-06 17:04:00,2024-08-07 06:09:00,2024-08-07 07:59:00,104,Express,2024-08-06,Monsoon,Major Delay,Tuesday,8,14.82,2024-08
22704,Intercity Express,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2024-10-11 13:10:00,2024-10-11 13:12:00,2024-10-12 02:27:00,2024-10-12 02:32:00,2,Express,2024-10-11,Post-Monsoon,On-Time,Friday,10,13.28,2024-10
65461,Vande Bharat Superfast,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2024-08-10 05:15:00,2024-08-10 05:25:00,2024-08-10 15:47:00,2024-08-10 16:02:00,10,Superfast,2024-08-10,Monsoon,Minor Delay,Saturday,8,10.53,2024-08
93227,Antyodaya Passenger,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2024-04-01 17:55:00,2024-04-01 18:16:00,2024-04-02 03:48:00,2024-04-02 04:08:00,21,Passenger,2024-04-01,Summer,Major Delay,Monday,4,9.88,2024-04
83563,Sampark Kranti Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-05-29 20:35:00,2025-05-29 21:15:00,2025-05-30 19:05:00,2025-05-30 19:47:00,40,Passenger,2025-05-29,Summer,Major Delay,Thursday,5,22.5,2025-05
81426,Kisan Express,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2025-11-29 06:25:00,2025-11-29 06:33:00,2025-11-29 22:15:00,2025-11-29 22:25:00,8,Express,2025-11-29,Post-Monsoon,Minor Delay,Saturday,11,15.83,2025-11
21226,Duronto Superfast,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-03-24 14:45:00,2024-03-24 14:50:00,2024-03-24 17:08:00,2024-03-24 17:23:00,5,Superfast,2024-03-24,Summer,On-Time,Sunday,3,2.38,2024-03
17685,Passenger Express,Mysuru Junction,Bengaluru City,Mysuru Junction → Bengaluru City,2025-07-08 11:45:00,2025-07-08 12:20:00,2025-07-09 01:46:00,2025-07-09 02:23:00,35,Express,2025-07-08,Monsoon,Major Delay,Tuesday,7,14.02,2025-07
63883,Tejas Passenger,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2024-05-22 05:10:00,2024-05-22 05:22:00,2024-05-22 15:38:00,2024-05-22 15:54:00,12,Passenger,2024-05-22,Summer,Minor Delay,Wednesday,5,10.47,2024-05
67422,Uday Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-10-23 20:55:00,2024-10-23 21:13:00,2024-10-24 07:41:00,2024-10-24 07:59:00,18,Passenger,2024-10-23,Post-Monsoon,Minor Delay,Wednesday,10,10.77,2024-10
91959,Garib Rath Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-08-07 05:00:00,2025-08-07 05:40:00,2025-08-07 23:24:00,2025-08-08 00:05:00,40,Express,2025-08-07,Monsoon,Major Delay,Thursday,8,18.4,2025-08
65296,Intercity Superfast,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-09-05 07:20:00,2025-09-05 07:43:00,2025-09-05 16:49:00,2025-09-05 17:16:00,23,Superfast,2025-09-05,Post-Monsoon,Major Delay,Friday,9,9.48,2025-09
31579,Intercity Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-12-27 08:20:00,2025-12-27 09:02:00,2025-12-28 00:31:00,2025-12-28 01:19:00,42,Express,2025-12-27,Winter,Major Delay,Saturday,12,16.18,2025-12
16630,Mail Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-07-17 14:35:00,2024-07-17 15:33:00,2024-07-18 02:18:00,2024-07-18 03:13:00,58,Passenger,2024-07-17,Monsoon,Major Delay,Wednesday,7,11.72,2024-07
44760,Mail Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-09-20 22:20:00,2024-09-20 22:20:00,2024-09-21 13:42:00,2024-09-21 13:45:00,0,Express,2024-09-20,Post-Monsoon,On-Time,Friday,9,15.37,2024-09
