train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season
68800,Mail Express,Lucknow Charbagh,Kanpur Central,Lucknow Charbagh → Kanpur Central,25/02/2024 07:30,2024-02-25 07:51:00,2024-02-25 17:18:00,2024-02-25 17:43:00,21.0,Express,2024-02-25,Winter
40495,Vande Bharat Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-05-18 20:55:00,2025-05-18 21:05:00,2025-05-19 07:54:00,2025-05-19 08:09:00,10.0,Express,2025-05-18,Summer
42098,Duronto Passenger,Mysuru Junction,Bengaluru City,Mysuru Junction → Bengaluru City,2025-03-08 09:35:00,2025-03-08 09:43:00,2025-03-08 17:49:00,2025-03-08 18:04:00,8.0,Passenger,2025-03-08,Summer
38746,Duronto Passenger,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-09-03 20:50:00,2024-09-03 20:53:00,2024-09-04 18:18:00,2024-09-04 18:18:00,3.0,Passenger,2024-09-03,Post-Monsoon
84847,Humsafar Passenger,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-07-04 18:50:00,2024-07-04 18:59:00,2024-07-05 15:55:00,2024-07-05 16:14:00,9.0,Passenger,2024-07-04,Monsoon
99192,Garib Rath Passenger,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2024-05-27 05:50:00,2024-05-27 07:04:00,2024-05-28 06:45:00,2024-05-28 07:57:00,74.0,Passenger,2024-05-27,Summer
10851,Shatabdi Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-09-13 17:25:00,2024-09-13 18:15:00,2024-09-14 05:38:00,2024-09-14 06:32:00,50.0,Superfast,2024-09-13,Post-Monsoon
86484,Kisan Passenger,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2024-05-30 05:00:00,2024-05-30 05:05:00,2024-05-30 18:30:00,2024-05-30 18:32:00,5.0,Passenger,2024-05-30,Summer
65461,Garib Rath Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2024-11-28 19:35:00,2024-11-28 19:43:00,2024-11-28 23:39:00,2024-11-28 23:57:00,8.0,Express,2024-11-28,Post-Monsoon
77391,AC Express Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-10-25 22:05:00,2025-10-25 22:08:00,2025-10-26 02:28:00,2025-10-26 02:28:00,3.0,Express,2025-10-25,Post-Monsoon
54587,Vivek Express,Chennai Central,New Delhi,Chennai Central → New Delhi,2024-05-25 16:20:00,2024-05-25 17:00:00,2024-05-26 01:49:00,2024-05-26 02:30:00,40.0,Express,2024-05-25,Summer
98696,Sampark Kranti Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-07-05 17:00:00,2024-07-05 17:24:00,2024-07-05 22:26:00,2024-07-05 22:54:00,24.0,Express,2024-07-05,Monsoon
82357,Kisan Express,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2024-06-05 07:10:00,2024-06-05 08:01:00,2024-06-05 23:50:00,2024-06-06 00:51:00,51.0,Express,2024-06-05,Monsoon
80010,Superfast Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-08-04 09:10:00,2024-08-04 09:12:00,2024-08-04 15:33:00,2024-08-04 15:33:00,2.0,Express,2024-08-04,Monsoon
28301,Antyodaya Passenger,New Delhi,Guwahati,New Delhi → Guwahati,2025-11-18 16:40:00,2025-11-18 16:40:00,2025-11-19 08:34:00,2025-11-19 08:34:00,0.0,Passenger,2025-11-18,Post-Monsoon
65296,Mail Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-01-29 16:05:00,2024-01-29 16:36:00,2024-01-29 22:17:00,2024-01-29 22:58:00,31.0,Express,2024-01-29,Winter
33416,Sampark Kranti Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2024-02-16 05:10:00,2024-02-16 05:11:00,2024-02-16 19:51:00,2024-02-16 19:52:00,1.0,Express,2024-02-16,Winter
17331,Gatimaan Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,09/06/2025 15:35,2025-06-09 15:59:00,2025-06-10 05:49:00,2025-06-10 06:12:00,24.0,Express,2025-06-09,Monsoon
15695,Humsafar Passenger,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-07-20 07:50:00,2025-07-20 08:24:00,2025-07-20 15:23:00,2025-07-20 15:58:00,34.0,Passenger,2025-07-20,Monsoon
92397,Intercity Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-10-29 14:00:00,2024-10-29 14:05:00,2024-10-30 07:42:00,2024-10-30 07:54:00,5.0,Express,2024-10-29,Post-Monsoon
95181,Vande Bharat Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-01-17 08:10:00,2024-01-17 08:39:00,2024-01-17 19:39:00,2024-01-17 20:03:00,,Express,2024-01-17,Winter
93886,Passenger Passenger,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-02-01 06:40:00,2024-02-01 06:45:00,2024-02-01 16:31:00,2024-02-01 16:40:00,5.0,Passenger,2024-02-01,Winter
33416,Tejas Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-10-25 20:45:00,2024-10-25 20:47:00,2024-10-26 13:00:00,2024-10-26 13:07:00,2.0,Express,2024-10-25,Post-Monsoon
24371,Antyodaya Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-09-30 17:45:00,2025-09-30 17:53:00,2025-09-30 22:45:00,2025-09-30 22:59:00,8.0,Express,2025-09-30,Post-Monsoon
50857,Rajdhani Express,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2024-10-12 16:50:00,2024-10-12 16:52:00,2024-10-13 05:15:00,2024-10-13 05:22:00,2.0,Express,2024-10-12,Post-Monsoon
65461,Sampark Kranti Passenger,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-04-08 12:05:00,2024-04-08 12:10:00,2024-04-09 03:31:00,2024-04-09 03:45:00,5.0,Passenger,2024-04-08,Summer
34050,Jan Shatabdi Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-06-03 09:15:00,2024-06-03 10:25:00,2024-06-03 18:41:00,2024-06-03 20:00:00,70.0,Express,2024-06-03,Monsoon
82357,Humsafar Superfast,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2024-03-04 12:10:00,2024-03-04 12:22:00,2024-03-04 18:02:00,2024-03-04 18:21:00,12.0,Superfast,2024-03-04,Summer
80686,Jan Shatabdi Superfast,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-06-30 12:10:00,2025-06-30 12:24:00,2025-06-30 21:00:00,2025-06-30 21:18:00,14.0,Superfast,2025-06-30,Monsoon
42325,Kisan Passenger,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-12-19 20:35:00,2024-12-19 20:52:00,2024-12-20 03:07:00,2024-12-20 03:23:00,17.0,Passenger,2024-12-19,Winter
17716,Sampark Kranti Superfast,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-05-23 08:45:00,2024-05-23 08:57:00,2024-05-23 17:07:00,2024-05-23 17:27:00,12.0,Superfast,2024-05-23,Summer
88907,Gatimaan Passenger,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2024-12-03 17:45:00,2024-12-03 18:22:00,2024-12-04 00:17:00,2024-12-04 01:04:00,37.0,Passenger,2024-12-03,Winter
12757,Kisan Passenger,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2024-01-14 10:40:00,2024-01-14 10:43:00,2024-01-14 19:50:00,2024-01-14 19:54:00,3.0,Passenger,2024-01-14,Winter
59797,Gatimaan Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-09-11 20:55:00,2025-09-11 21:02:00,2025-09-12 14:06:00,2025-09-12 14:20:00,,Passenger,2025-09-11,Post-Monsoon
31174,Intercity Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-11-14 14:45:00,2025-11-14 14:47:00,2025-11-15 06:07:00,2025-11-15 06:07:00,2.0,Passenger,2025-11-14,Post-Monsoon
13478,Garib Rath Passenger,Varanasi Junction,New Delhi,Varanasi Junction → New Delhi,2025-05-07 15:15:00,2025-05-07 15:15:00,2025-05-07 21:15:00,2025-05-07 21:15:00,0.0,Passenger,2025-05-07,Summer
41850,AC Express Passenger,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2024-10-04 21:35:00,2024-10-04 21:35:00,2024-10-05 16:50:00,2024-10-05 16:50:00,0.0,Passenger,2024-10-04,Post-Monsoon
12757,Vande Bharat Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-01-25 22:20:00,2024-01-25 22:30:00,2024-01-26 04:38:00,2024-01-26 04:54:00,10.0,Express,2024-01-25,Winter
96673,Rajdhani Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-05-13 06:40:00,2025-05-13 07:24:00,2025-05-13 14:38:00,2025-05-13 15:28:00,44.0,Passenger,2025-05-13,Summer
74686,Gatimaan Express,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2025-05-17 11:30:00,2025-05-17 11:32:00,2025-05-17 15:52:00,2025-05-17 15:52:00,2.0,Express,2025-05-17,Summer
71348,Passenger Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-07-23 15:35:00,2025-07-23 15:35:00,2025-07-24 04:38:00,2025-07-24 04:45:00,0.0,Express,2025-07-23,Monsoon
27342,Vande Bharat Passenger,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-04-21 07:10:00,2024-04-21 07:10:00,2024-04-21 17:08:00,2024-04-21 17:15:00,0.0,Passenger,2024-04-21,Summer
16006,Vivek Express,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2025-11-29 09:25:00,2025-11-29 09:40:00,2025-11-30 02:13:00,2025-11-30 02:35:00,15.0,Express,2025-11-29,Post-Monsoon
46509,AC Express Superfast,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2024-03-11 10:10:00,2024-03-11 10:37:00,2024-03-11 16:17:00,2024-03-11 16:53:00,27.0,Superfast,2024-03-11,Summer
56438,AC Express Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-12-12 14:50:00,2024-12-12 15:09:00,2024-12-13 04:17:00,2024-12-13 04:34:00,19.0,Express,2024-12-12,Winter
31798,Kisan Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-06-11 08:55:00,2025-06-11 08:58:00,2025-06-11 13:54:00,2025-06-11 14:06:00,3.0,Express,2025-06-11,Monsoon
23238,Express Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-08-26 21:45:00,2025-08-26 22:07:00,2025-08-27 07:00:00,2025-08-27 07:25:00,22.0,Express,2025-08-26,Monsoon
91959,AC Express Superfast,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2024-02-23 15:15:00,2024-02-23 15:15:00,2024-02-23 21:45:00,2024-02-23 21:48:00,0.0,Superfast,2024-02-23,Winter
76784,Vivek Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-03-02 09:10:00,2025-03-02 09:13:00,2025-03-02 20:57:00,2025-03-02 20:59:00,3.0,Express,2025-03-02,Summer
96374,Duronto Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-10-13 13:40:00,2024-10-13 14:08:00,2024-10-13 18:13:00,2024-10-13 18:42:00,28.0,Express,2024-10-13,Post-Monsoon
99192,Jan Shatabdi Passenger,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-06-01 16:30:00,2024-06-01 16:44:00,2024-06-02 06:27:00,2024-06-02 06:45:00,14.0,Passenger,2024-06-01,Monsoon
19358,Superfast Superfast,Chandigarh,New Delhi,Chandigarh → New Delhi,2024-03-27 09:05:00,2024-03-27 09:15:00,2024-03-27 15:33:00,2024-03-27 15:49:00,10.0,Superfast,2024-03-27,Summer
24371,Kisan Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-09-11 13:35:00,2024-09-11 13:58:00,2024-09-12 05:38:00,2024-09-12 06:06:00,23.0,Express,2024-09-11,Post-Monsoon
51347,Uday Passenger,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2024-07-02 22:55:00,2024-07-02 23:55:00,2024-07-03 22:21:00,2024-07-03 23:19:00,60.0,Passenger,2024-07-02,Monsoon
40982,Shatabdi Express,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2025-11-17 08:30:00,2025-11-17 08:42:00,2025-11-17 18:25:00,2025-11-17 18:45:00,12.0,Express,2025-11-17,Post-Monsoon
23434,Vande Bharat Express,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2025-08-30 08:00:00,2025-08-30 08:53:00,2025-08-30 19:19:00,2025-08-30 20:07:00,53.0,Express,2025-08-30,Monsoon
88104,Humsafar Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-03-28 18:20:00,2025-03-28 18:36:00,2025-03-29 02:08:00,2025-03-29 02:22:00,16.0,Express,2025-03-28,Summer
73653,Uday Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-06-23 11:05:00,2025-06-23 11:15:00,2025-06-23 23:22:00,2025-06-23 23:29:00,10.0,Express,2025-06-23,Monsoon
75612,Intercity Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-01-24 14:20:00,2024-01-24 14:32:00,2024-01-25 10:32:00,2024-01-25 10:42:00,12.0,Passenger,2024-01-24,Winter
84847,Intercity Superfast,Lucknow Charbagh,Kanpur Central,Lucknow Charbagh → Kanpur Central,2025-10-26 15:05:00,2025-10-26 15:06:00,2025-10-27 01:45:00,2025-10-27 01:49:00,1.0,Superfast,2025-10-26,Post-Monsoon
40982,Passenger Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-10-08 16:00:00,2025-10-08 16:12:00,2025-10-08 20:12:00,2025-10-08 20:25:00,12.0,Express,2025-10-08,Post-Monsoon
17100,Sampark Kranti Passenger,Varanasi Junction,New Delhi,Varanasi Junction → New Delhi,2025-12-29 07:00:00,2025-12-29 07:14:00,2025-12-29 17:49:00,2025-12-29 18:02:00,14.0,Passenger,2025-12-29,Winter
93886,Rajdhani Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-09-10 15:10:00,2025-09-10 15:15:00,2025-09-10 20:39:00,2025-09-10 20:41:00,5.0,Superfast,2025-09-10,Post-Monsoon
35112,Jan Shatabdi Superfast,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-03-12 14:25:00,2025-03-12 14:34:00,2025-03-12 22:45:00,2025-03-12 22:54:00,9.0,Superfast,2025-03-12,Summer
38746,Express Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-03-21 18:25:00,2025-03-21 18:35:00,2025-03-22 12:18:00,2025-03-22 12:25:00,10.0,Express,2025-03-21,Summer
62350,Express Superfast,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2025-04-04 12:40:00,2025-04-04 12:40:00,2025-04-04 17:59:00,2025-04-04 18:09:00,0.0,Superfast,2025-04-04,Summer
93227,Rajdhani Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-03-02 18:05:00,2024-03-02 18:05:00,2024-03-03 08:53:00,2024-03-03 09:02:00,0.0,Express,2024-03-02,Summer
23396,Sampark Kranti Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-12-15 07:10:00,2024-12-15 07:42:00,2024-12-15 20:50:00,2024-12-15 21:31:00,32.0,Express,2024-12-15,Winter
62772,Rajdhani Express,New Delhi,Dehradun,New Delhi → Dehradun,2024-05-05 13:35:00,2024-05-05 13:38:00,2024-05-06 00:49:00,2024-05-06 00:51:00,3.0,Express,2024-05-05,Summer
98259,Gatimaan Superfast,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-01-23 06:15:00,2024-01-23 06:51:00,2024-01-23 16:34:00,2024-01-23 17:15:00,36.0,Superfast,2024-01-23,Winter
62772,Humsafar Superfast,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-02-11 09:55:00,2025-02-11 09:56:00,2025-02-11 18:18:00,2025-02-11 18:26:00,1.0,Superfast,2025-02-11,Winter
83579,Tejas Express,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2024-08-26 09:10:00,2024-08-26 09:13:00,2024-08-26 21:30:00,2024-08-26 21:38:00,,Express,2024-08-26,Monsoon
37869,Uday Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-12-27 20:10:00,2025-12-27 20:19:00,2025-12-28 09:46:00,2025-12-28 09:59:00,9.0,Express,2025-12-27,Winter
49117,Antyodaya Superfast,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2025-07-05 09:05:00,2025-07-05 09:12:00,2025-07-05 19:50:00,2025-07-05 20:07:00,7.0,Superfast,2025-07-05,Monsoon
44718,Jan Shatabdi Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-12-10 17:55:00,2024-12-10 17:56:00,2024-12-11 00:48:00,2024-12-11 00:58:00,,Express,2024-12-10,Winter
80381,AC Express Express,New Delhi,Guwahati,New Delhi → Guwahati,2025-06-10 11:50:00,2025-06-10 12:03:00,2025-06-10 18:38:00,2025-06-10 18:49:00,13.0,Express,2025-06-10,Monsoon
21395,Passenger Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-09-12 11:45:00,2025-09-12 12:27:00,2025-09-13 01:26:00,2025-09-13 02:08:00,42.0,Express,2025-09-12,Post-Monsoon
31798,Mail Superfast,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2025-10-20 10:40:00,2025-10-20 10:54:00,2025-10-20 20:34:00,2025-10-20 20:58:00,14.0,Superfast,2025-10-20,Post-Monsoon
65302,Mail Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-02-21 16:35:00,2025-02-21 16:59:00,2025-02-22 01:14:00,2025-02-22 01:33:00,24.0,Express,2025-02-21,Winter
40495,Rajdhani Passenger,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-08-25 10:50:00,2024-08-25 11:10:00,2024-08-25 18:13:00,2024-08-25 18:35:00,20.0,Passenger,2024-08-25,Monsoon
42953,Superfast Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-03-06 09:40:00,2024-03-06 09:49:00,2024-03-06 17:43:00,2024-03-06 17:53:00,9.0,Express,2024-03-06,Summer
54587,Sampark Kranti Passenger,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-10-01 09:30:00,2024-10-01 09:38:00,2024-10-01 20:17:00,2024-10-01 20:32:00,8.0,Passenger,2024-10-01,Post-Monsoon
26828,Kisan Superfast,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-12-14 05:05:00,2025-12-14 05:21:00,2025-12-14 14:28:00,2025-12-14 14:45:00,16.0,Superfast,2025-12-14,Winter
70589,Duronto Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-09-24 13:00:00,2025-09-24 13:06:00,2025-09-25 00:41:00,2025-09-25 00:42:00,6.0,Express,2025-09-24,Post-Monsoon
23238,Rajdhani Passenger,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-12-06 09:25:00,2025-12-06 11:38:00,2025-12-07 09:55:00,2025-12-07 12:05:00,133.0,Passenger,2025-12-06,Winter
11934,Jan Shatabdi Express,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2024-10-02 11:45:00,2024-10-02 12:05:00,2024-10-03 02:36:00,2024-10-03 03:03:00,20.0,Express,2024-10-02,Post-Monsoon
50857,Kisan Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-04-18 15:15:00,2024-04-18 15:24:00,2024-04-19 02:22:00,2024-04-19 02:34:00,9.0,Express,2024-04-18,Summer
40021,Garib Rath Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2024-11-10 08:10:00,2024-11-10 08:35:00,2024-11-10 20:06:00,2024-11-10 20:29:00,25.0,Express,2024-11-10,Post-Monsoon
19305,Uday Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-04-09 12:20:00,2024-04-09 12:37:00,2024-04-09 23:41:00,2024-04-09 23:54:00,17.0,Express,2024-04-09,Summer
23238,Gatimaan Passenger,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-11-03 07:05:00,2025-11-03 07:08:00,2025-11-03 21:39:00,2025-11-03 21:43:00,3.0,Passenger,2025-11-03,Post-Monsoon
23434,Intercity Superfast,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2025-03-12 14:25:00,2025-03-12 14:28:00,2025-03-13 02:14:00,2025-03-13 02:24:00,3.0,Superfast,2025-03-12,Summer
16630,Intercity Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-10-31 12:20:00,2025-10-31 13:15:00,2025-11-01 05:22:00,2025-11-01 06:26:00,55.0,Express,2025-10-31,Post-Monsoon
57819,Jan Shatabdi Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-01-03 18:10:00,2025-01-03 18:12:00,2025-01-04 03:05:00,2025-01-04 03:06:00,2.0,Express,2025-01-03,Winter
46509,Duronto Passenger,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2025-04-07 16:50:00,2025-04-07 16:51:00,2025-04-08 01:02:00,2025-04-08 01:12:00,1.0,Passenger,2025-04-07,Summer
40512,Tejas Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2025-11-05 16:25:00,2025-11-05 16:34:00,2025-11-05 23:51:00,2025-11-06 00:08:00,9.0,Express,2025-11-05,Post-Monsoon
69177,Vivek Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-01-14 06:00:00,2024-01-14 06:25:00,2024-01-14 22:33:00,2024-01-14 22:56:00,25.0,Express,2024-01-14,Winter
42953,Jan Shatabdi Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-07-17 10:05:00,2024-07-17 10:15:00,2024-07-18 10:13:00,2024-07-18 10:20:00,10.0,Passenger,2024-07-17,Monsoon
41571,Garib Rath Passenger,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-04-21 14:10:00,2025-04-21 14:37:00,2025-04-22 08:53:00,2025-04-22 09:24:00,27.0,Passenger,2025-04-21,Summer
87128,Duronto Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-10-12 08:25:00,2024-10-12 08:58:00,2024-10-13 00:30:00,2024-10-13 01:05:00,33.0,Express,2024-10-12,Post-Monsoon
48427,AC Express Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-06-13 07:40:00,2024-06-13 08:57:00,2024-06-14 01:45:00,2024-06-14 03:07:00,77.0,Express,2024-06-13,Monsoon
10425,Humsafar Express,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2024-01-11 05:40:00,2024-01-11 06:01:00,2024-01-11 23:28:00,2024-01-11 23:48:00,21.0,Express,2024-01-11,Winter
18326,Mail Passenger,Varanasi Junction,New Delhi,Varanasi Junction → New Delhi,2025-12-16 20:05:00,2025-12-16 20:12:00,2025-12-17 02:45:00,2025-12-17 02:54:00,7.0,Passenger,2025-12-16,Winter
97841,Passenger Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-11-11 10:20:00,2025-11-11 11:01:00,2025-11-12 07:38:00,2025-11-12 08:16:00,41.0,Passenger,2025-11-11,Post-Monsoon
21915,Vande Bharat Passenger,Chandigarh,New Delhi,Chandigarh → New Delhi,2025-09-19 06:45:00,2025-09-19 06:45:00,2025-09-20 01:33:00,2025-09-20 01:38:00,0.0,Passenger,2025-09-19,Post-Monsoon
62772,Superfast Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-10-02 16:20:00,2024-10-02 16:22:00,2024-10-03 02:05:00,2024-10-03 02:15:00,2.0,Express,2024-10-02,Post-Monsoon
99166,Intercity Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-12-20 06:45:00,2025-12-20 06:54:00,2025-12-20 16:04:00,2025-12-20 16:11:00,9.0,Express,2025-12-20,Winter
40021,Express Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-02-17 05:15:00,2025-02-17 05:23:00,2025-02-17 13:01:00,2025-02-17 13:08:00,8.0,Express,2025-02-17,Winter
56566,Garib Rath Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2024-07-23 16:10:00,2024-07-23 17:37:00,2024-07-24 08:56:00,2024-07-24 10:20:00,87.0,Express,2024-07-23,Monsoon
